"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL404986";"";"";"Small molecule";"";"1589.59";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1588.5783";"None";"None";"C77H84N14O24";"C[C@@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]2CN=C(N)N2[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)NC(=O)[C@H]([C@H](O)[C@@H]2CN=C(N)N2)NC(=O)[C@@H](Cc2ccc3nc(NC4O[C@@H](OC(=O)c5ccccc5)[C@H](OC(=O)c5ccccc5)[C@@H](OC(=O)c5ccccc5)[C@@H]4COC(=O)c4ccccc4)oc3c2)NC1=O";"HCPUHAOZHFWUPM-KBFIXCHYSA-N"
"CHEMBL292597";"";"";"Small molecule";"";"775.03";"3";"3";"2.50";"188.87";"14";"6";"3";"9";"N";"0.15";"12.32";"9.77";"3.01";"-0.90";"0";"MOL";"-1";"54";"14";"6";"3";"774.5242";"1.71";"BASE";"C40H74N2O12";"C=CC[C@@]1(O)[C@H](C)O[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]2C)C[C@@]1(C)OC";"SKPBSRJBKOSDKH-BMNWWTOTSA-N"
"CHEMBL413713";"";"";"Small molecule";"";"1527.48";"6";"11";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1525.5189";"None";"None";"C79H81Cl2N11O17";"CCCCc1ccc(CN2CCN(Cc3c(O)cc4c(c3O)-c3cc(ccc3O)C3NC(=O)C5NC(=O)C6NC(=O)C(Cc7ccc(c(Cl)c7)Oc7cc5cc(c7O)Oc5ccc(cc5Cl)C(O)C(NC3=O)C(=O)N[C@H]4C(=O)NCCCN(C)C)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc6c3)CC2)cc1";"CSKQCHMJXABFNC-HDIFULHJSA-N"
"CHEMBL294149";"";"";"Small molecule";"";"801.03";"3";"3";"2.68";"202.01";"15";"6";"3";"8";"N";"0.21";"11.27";"9.76";"2.55";"-1.14";"1";"MOL";"-1";"56";"15";"6";"3";"800.5034";"1.47";"BASE";"C41H72N2O13";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@](O)(c3ccco3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O";"XZOZLFUVAYFSDE-RQTSPDPLSA-N"
"CHEMBL411769";"";"";"Small molecule";"";"1558.01";"11";"15";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1556.5638";"None";"None";"C73H89ClN10O26";"CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(cc3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O";"UECIPBUIMXSXEI-BNSVOVDNSA-N"
"CHEMBL276498";"";"";"Small molecule";"";"1180.65";"11";"37";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1179.3847";"None";"None";"C51H62ClN13O16S";"C[C@@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]2CN=C(N)N2[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)NC(=O)[C@H]([C@H](O)[C@@H]2CN=C(N)N2)NC(=O)[C@@H](Cc2ccc3nc(SCC(=O)c4ccc(Cl)cc4)oc3c2)NC1=O";"MMXJDCIQIPYFKU-CVXCSZERSA-N"
"CHEMBL216886";"";"";"Small molecule";"";"1209.48";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1208.2478";"None";"None";"C51H52N16O8S6";"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)NCCN=C(N)N)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C";"YQGZFFFHLQFSOL-XCLCDUCGSA-N"
"CHEMBL4297068";"SCOPAFUNGIN";"NIPHIMYCIN I.ALPHA.|NSC-107041|SCOPAFUNGIN|U-29,479|U-29479";"Small molecule";"-1.0";"1142.48";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1141.7237";"None";"None";"C59H103N3O18";"CC(CCC/C=C/CCCN(C)C(=N)N)CC(C)C1OC(=O)C(C)C(O)/C=C/C(C)C(O)C(C)C(O)C(C)C(O)CCCC(O)CC2(O)OC(CC(OC(=O)CC(=O)O)CC(O)CC(O)C(C)C(O)/C=C/C=C/C1C)CC(O)C2O";"RSODTZFJSFMTPQ-NBURPXERSA-N"
"CHEMBL1909065";"MADURAMICIN";"CL 273,703|MADURAMICIN";"Small molecule";"-1.0";"917.14";"107";"266";"4.32";"208.75";"16";"4";"2";"13";"N";"0.20";"4.01";"None";"4.77";"1.62";"0";"MOL";"0";"64";"17";"4";"2";"916.5396";"1.94";"ACID";"C47H80O17";"CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C";"RWVUEZAROXKXRT-VQLSFVLHSA-N"
"CHEMBL4297080";"MEGLUCYCLINE";"MCMC 3588|MCMC-3588|MEGLUCYCLINE|NEOPRODESCICLINA";"Small molecule";"-1.0";"635.62";"";"";"-3.24";"269.81";"15";"11";"3";"6";"N";"0.11";"2.85";"8.63";"-6.12";"-6.18";"1";"MOL";"0";"45";"16";"11";"3";"635.2326";"1.78";"ZWITTERION";"C29H37N3O13";"CN(C)[C@@H]1C(O)=C(C(=O)NCN[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12";"QQFZVDWDMZYSQX-FUUYDGDCSA-N"
"CHEMBL2105537";"STEFFIMYCIN";"NSC-93419|STEFFIMYCIN|U-20,661|U-20661";"Small molecule";"-1.0";"574.54";"";"";"0.38";"198.51";"13";"5";"2";"5";"N";"0.28";"7.08";"None";"1.89";"1.36";"2";"MOL";"0";"41";"13";"5";"2";"574.1686";"2.19";"NEUTRAL";"C28H30O13";"COc1cc(O)c2c(c1)C(=O)c1cc3c(c(O)c1C2=O)[C@@H](O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1OC)[C@H](OC)[C@](C)(O)C3=O";"HWMJTJZEJBSVCG-GPDBLRFJSA-N"
"CHEMBL3989604";"RAMOPLANIN A'1";"ANTIBIOTIC A 16686A'1|RAMOPLANIN A'1";"Protein";"-1.0";"2377.93";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"2375.9666";"None";"None";"C112H142ClN21O35";"CCC/C=C/C=C/C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]1C(=O)N[C@H](c2ccc(O)cc2)C(=O)N[C@H](CCCN)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](c2ccc(O)cc2)C(=O)N[C@H](c2ccc(O)cc2)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CCCN)C(=O)N[C@@H](c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](c2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](c2ccc(O)c(Cl)c2)C(=O)O[C@@H]1C(N)=O";"KGTWTFTVFJILTL-NGQIBNBISA-N"
"CHEMBL384264";"";"";"Small molecule";"";"1386.91";"6";"7";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1385.5160";"None";"None";"C72H76ClN11O16";"CNC(=O)[C@@H]1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(CC(C)C)NC)C(O)c4ccc(c(Cl)c4)Oc4cc3cc(c4O)Oc3ccc(cc3)C2O)c2ccc(O)c(c2)-c2c1cc(O)c(CN1CCN(Cc3ccc(-c4ccccc4)cc3)CC1)c2O";"VEXBYERNVCHIIZ-HLHVPSEBSA-N"
"CHEMBL2304316";"";"";"Unknown";"";"1727.32";"5";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1725.7469";"None";"None";"C84H112ClN11O26";"CCCCCCCCCCNCc1c(O)cc2c(c1O)-c1cc(ccc1O)[C@H]1NC(=O)[C@@H]3NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC)[C@H](O)c4ccc(c(Cl)c4)Oc4cc3cc(c4O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)Oc3ccc(cc3)[C@@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)[C@H](NC1=O)C(=O)N[C@@H]2C(=O)O";"JTDAROZMRNESRQ-HUUNLYQXSA-N"
"CHEMBL2219420";"BRILACIDIN TETRAHYDROCHLORIDE";"BRILACIDIN TETRAHYDROCHLORIDE|PMX 30063|PMX-30063|PMX30063";"Small molecule";"2.0";"1082.76";"";"";"3.68";"308.50";"12";"12";"3";"20";"N";"0.03";"11.91";"12.25";"0.69";"-8.70";"3";"MOL";"0";"66";"20";"14";"3";"936.3942";"-0.39";"BASE";"C40H54Cl4F6N14O6";"Cl.Cl.Cl.Cl.N=C(N)NCCCCC(=O)Nc1cc(C(F)(F)F)cc(NC(=O)c2cc(C(=O)Nc3cc(C(F)(F)F)cc(NC(=O)CCCCNC(=N)N)c3O[C@@H]3CCNC3)ncn2)c1O[C@@H]1CCNC1";"QTHBCQCKYVOFDR-PIJQHSLXSA-N"
"CHEMBL1236670";"VIRGINIAMYCIN FACTOR M1";"ANTIBIOTIC PA 114A|ANTIBIOTIC PA 114A1|MIKAMYCIN A|NSC-244426|NSC-87432|OSTREOGRYCIN A|PA-114A|PRISTINAMYCIN IIA|RP-12536|STAPHYLOMYCIN M1|STREPTOGRAMIN A|VERNAMYCIN A|VIRGINIAMYCIN FACTOR M1|VIRGINIAMYCIN M1";"Small molecule";"-1.0";"525.60";"2";"13";"2.66";"139.04";"8";"2";"1";"1";"N";"0.53";"13.17";"None";"2.38";"2.38";"1";"MOL";"0";"38";"10";"2";"1";"525.2475";"1.63";"NEUTRAL";"C28H35N3O7";"CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1";"DAIKHDNSXMZDCU-FQTGFAPKSA-N"
"CHEMBL70088";"RITIPENEM";"RITIPENEM|Ritipenem";"Small molecule";"-1.0";"288.28";"15";"53";"-0.71";"130.16";"6";"3";"0";"4";"N";"0.58";"3.77";"None";"-1.75";"-5.03";"0";"MOL";"0";"19";"8";"4";"0";"288.0416";"0.72";"ACID";"C10H12N2O6S";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)S[C@H]12";"IKQNRQOUOZJHTR-UWBRJAPDSA-N"
"CHEMBL4297077";"APICYCLINE";"APICYCLINE|RIT 1140|RIT-1140";"Small molecule";"-1.0";"630.65";"";"";"-1.56";"231.64";"13";"8";"3";"7";"N";"0.16";"2.78";"8.77";"-6.59";"-7.67";"1";"MOL";"0";"45";"15";"8";"3";"630.2537";"0.87";"ZWITTERION";"C30H38N4O11";"CN(C)[C@@H]1C(O)=C(C(=O)NC(C(=O)O)N2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12";"HRWVXKVRSNICJQ-GMJIGYHYSA-N"
"CHEMBL300049";"ALEMCINAL";"A-81229|ABBOTT-81229.0|ABT-229|ALEMCINAL|Alemcinal";"Small molecule";"-1.0";"697.95";"4";"5";"5.20";"125.38";"11";"2";"3";"8";"N";"0.33";"12.82";"9.35";"4.56";"2.62";"0";"MOL";"0";"49";"11";"2";"3";"697.4765";"1.46";"BASE";"C38H67NO10";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)C[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)CC)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@H]1C";"IWTSXJNGTTXMFK-KTQUSEMZSA-N"
"CHEMBL2109105";"BINIRAMYCIN";"ANTIBIOTIC 241A|BINIRAMYCIN";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL434021";"";"";"Small molecule";"";"787.04";"3";"3";"2.29";"180.08";"14";"5";"2";"7";"N";"0.19";"11.28";"14.34";"3.26";"-0.24";"0";"MOL";"-1";"55";"14";"5";"2";"786.5242";"1.69";"BASE";"C41H74N2O12";"CC#C[C@@]1(O)[C@H](C)O[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]2C)C[C@@]1(C)OC";"YUZFFWVNAHVOEY-GQOMQJQLSA-N"
"CHEMBL2109083";"DENOFUNGIN";"DENOFUNGIN|U 28009|U-28,009|U-28009";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109031";"CACTINOMYCIN";"ACTINOMYCIN C|CACTINOMYCIN|H.B.F. 386|H.B.F.-386|HBF-386|NSC-18268";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3989459";"LENAPENEM";"LENAPENEM";"Small molecule";"-1.0";"399.51";"";"";"-0.43";"122.13";"7";"5";"0";"8";"N";"0.35";"3.38";"10.59";"-4.85";"-6.95";"0";"MOL";"0";"27";"8";"5";"0";"399.1828";"1.21";"ZWITTERION";"C18H29N3O5S";"CNCC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1";"PZLOCBSBEUDCPF-YJIVIRPOSA-N"
"CHEMBL406690";"";"";"Small molecule";"";"1216.95";"4";"5";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1215.2304";"None";"None";"C58H47Cl2N7O19";"NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C(C(=O)O)NC(=O)C(c3ccc(O)c(-c5c(O)cc(O)cc5[C@@H](N)C(=O)O)c3)NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O";"CJJWCJKJZRLQSN-GBOZSQCKSA-N"
"CHEMBL2107704";"TRIAFUNGIN";"EU-3325|TRIAFUNGIN";"Small molecule";"-1.0";"222.25";"";"";"2.01";"51.56";"4";"0";"0";"2";"N";"0.67";"None";"3.07";"1.77";"1.77";"3";"MOL";"0";"17";"4";"0";"0";"222.0905";"-1.03";"NEUTRAL";"C13H10N4";"c1ccc(Cc2nnc3ccncc3n2)cc1";"ROINDGIBYTXRFE-UHFFFAOYSA-N"
"CHEMBL2146107";"OXIMONAM SODIUM";"OXIMONAM SODIUM|SQ 82629|SQ-82629";"Small molecule";"-1.0";"379.33";"";"";"-1.19";"156.44";"9";"3";"0";"7";"N";"0.31";"2.92";"3.53";"-1.31";"-4.05";"1";"MOL";"0";"24";"11";"4";"1";"357.0743";"-0.34";"ACID";"C12H14N5NaO6S";"CO/N=C(\C(=O)N[C@@H]1C(=O)N(OCC(=O)[O-])[C@H]1C)c1csc(N)n1.[Na+]";"IEJDXDFBVQORAZ-CTRAYMKSSA-M"
"CHEMBL436557";"";"";"Small molecule";"";"817.10";"3";"3";"3.15";"188.87";"15";"6";"3";"8";"N";"0.21";"11.75";"9.76";"3.62";"-0.29";"1";"MOL";"-1";"56";"14";"6";"3";"816.4806";"1.31";"BASE";"C41H72N2O12S";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@](O)(c3cccs3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O";"FNNWFFHHFZXVQP-RQTSPDPLSA-N"
"CHEMBL2104756";"AMICYCLINE";"AMICYCLINE";"Small molecule";"-1.0";"429.43";"";"";"-0.30";"187.41";"9";"6";"1";"2";"N";"0.21";"2.99";"8.61";"-3.43";"-3.53";"1";"MOL";"0";"31";"10";"8";"1";"429.1536";"1.42";"ZWITTERION";"C21H23N3O7";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(ccc(N)c4O)C[C@H]3C[C@@H]12";"LRJNBPUJLBQLEI-CROFIWJMSA-N"
"CHEMBL3989596";"LEURUBICIN";"LEURUBICIN";"Small molecule";"-1.0";"656.69";"2";"2";"0.53";"235.17";"13";"7";"3";"9";"N";"0.16";"7.88";"8.56";"1.50";"1.20";"2";"MOL";"0";"47";"14";"8";"3";"656.2581";"1.53";"BASE";"C33H40N2O12";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@@H](N)CC(C)C)[C@H](O)[C@H](C)O1";"HROXIDVVXKDCBD-ZUWKMVCBSA-N"
"CHEMBL3989466";"ASTROMICIN SULFATE";"ABBOTT-44747|ASTROMICIN SULFATE|ASTROMICIN SULPHATE|FORTIMICIN|FORTIMICIN A|FORTIMICIN A SULFATE|FORTIMICIN A SULPHATE";"Small molecule";"-1.0";"601.65";"";"";"-3.59";"192.54";"10";"6";"1";"6";"N";"0.26";"13.16";"9.80";"-3.96";"-9.73";"0";"MOL";"0";"28";"11";"10";"2";"405.2587";"1.17";"BASE";"C17H39N5O14S2";"CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN.O=S(=O)(O)O.O=S(=O)(O)O";"TYNZVWXDLOJTIM-QQFWICJTSA-N"
"CHEMBL1652611";"PIRLIMYCIN";"PIRLIMYCIN|PIRSUE|Pirlimycin";"Small molecule";"-1.0";"410.96";"37";"105";"0.05";"111.05";"7";"5";"0";"6";"N";"0.39";"12.41";"8.88";"0.58";"-0.91";"0";"MOL";"0";"26";"7";"5";"0";"410.1642";"0.77";"BASE";"C17H31ClN2O5S";"CC[C@@H]1CCN[C@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)C1";"HBJOXQRURQPDEX-MHXMMLMNSA-N"
"CHEMBL1231250";"BICOZAMYCIN";"AIZUMYCIN|BICOZAMYCIN|BICYCLOMYCIN|CGP-3543|NSC-180516";"Small molecule";"-1.0";"302.28";"";"";"-3.30";"148.35";"7";"6";"1";"3";"N";"0.30";"9.47";"None";"-2.39";"-2.39";"0";"MOL";"0";"21";"9";"6";"1";"302.1114";"1.56";"NEUTRAL";"C12H18N2O7";"C=C1CCO[C@]2([C@@H](O)[C@@](C)(O)CO)NC(=O)[C@@]1(O)NC2=O";"WOUDXEYYJPOSNE-VKZDFBPFSA-N"
"CHEMBL437903";"";"";"Small molecule";"";"1050.10";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1049.4567";"None";"None";"C47H63N13O15";"CC(C)=Cc1nc2ccc(C[C@H]3NC(=O)[C@H]([C@@H](C)c4ccccc4)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]4CN=C(N)N4[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)NC(=O)[C@H]([C@H](O)[C@@H]4CN=C(N)N4)NC3=O)cc2o1";"RXDQYQYBYKEMBQ-BADMUUIESA-N"
"CHEMBL2105321";"RANIMYCIN";"RANCINAMYCIN II|RANIMYCIN|U 25873|U-25,873|U-25873";"Small molecule";"-1.0";"258.27";"";"";"-0.69";"104.06";"6";"3";"0";"5";"N";"0.45";"12.70";"None";"-0.69";"-0.69";"0";"MOL";"0";"18";"6";"3";"0";"258.1103";"1.90";"NEUTRAL";"C12H18O6";"CCCCC(=O)OC1C(C=O)=CC(O)C(O)C1O";"NSBYSHKEWUPBPX-UHFFFAOYSA-N"
"CHEMBL2106222";"ESORUBICIN HYDROCHLORIDE";"4'-DEOXYADRIAMYCIN HYDROCHLORIDE|ESORUBICIN HCL|ESORUBICIN HYDROCHLORIDE|IMI 58|IMI-58|NSC-267469";"Small molecule";"-1.0";"563.99";"";"";"1.03";"185.84";"11";"5";"2";"5";"N";"0.30";"8.01";"10.13";"1.24";"0.69";"2";"MOL";"0";"38";"11";"6";"3";"527.1791";"1.56";"BASE";"C27H30ClNO10";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)C[C@H](C)O1.Cl";"RCFNNLSZHVHCEK-YGCMNLPTSA-N"
"CHEMBL2105403";"PENTISOMICIN";"PENTISOMICIN|SCH 22591|SCH-22591";"Small molecule";"-1.0";"447.53";"";"";"-3.85";"213.72";"12";"8";"2";"6";"N";"0.20";"12.55";"9.59";"-4.32";"-11.46";"0";"MOL";"0";"31";"12";"12";"2";"447.2693";"1.93";"BASE";"C19H37N5O7";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O";"URWAJWIAIPFPJE-VHLNBGGKSA-N"
"CHEMBL39373";"ANTHRAMYCIN";"ANTHRAMYCIN|ANTRAMYCIN";"Small molecule";"-1.0";"315.33";"14";"17";"0.58";"115.89";"5";"4";"0";"2";"N";"0.47";"9.73";"None";"0.55";"0.55";"1";"MOL";"0";"23";"7";"5";"0";"315.1219";"0.75";"NEUTRAL";"C16H17N3O4";"Cc1ccc2c(c1O)NC(O)C1CC(/C=C/C(N)=O)=CN1C2=O";"VGQOVCHZGQWAOI-HWKANZROSA-N"
"CHEMBL2009312";"SANCYCLINE";"6-DEMETHYL-6-DEOXYTETRACYCLINE|Bonomycin|GS 2147|GS-2147|NORCYCLINE|SANCYCLINE";"Small molecule";"-1.0";"414.41";"5";"17";"0.12";"161.39";"8";"5";"0";"2";"N";"0.43";"2.96";"8.29";"-2.60";"-2.76";"1";"MOL";"0";"30";"9";"6";"1";"414.1427";"1.54";"ACID";"C21H22N2O7";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4C[C@H]3C[C@@H]12";"XDVCLKFLRAWGIT-ADOAZJKMSA-N"
"CHEMBL1200502";"AZITHROMYCIN MONOHYDRATE";"AZITHROMYCIN MONOHYDRATE";"Small molecule";"2.0";"767.01";"";"";"1.90";"180.08";"14";"5";"2";"7";"N";"0.24";"12.43";"9.57";"2.44";"-1.23";"0";"MOL";"0";"52";"14";"5";"2";"748.5085";"1.85";"BASE";"C38H74N2O13";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O.O";"HQUPLSLYZHKKQT-WVVFQGGUSA-N"
"CHEMBL97972";"PYRROLNITRIN";"52230|NSC-107654|PYRROLNITRIN";"Small molecule";"-1.0";"257.08";"12";"16";"3.90";"58.93";"2";"1";"0";"2";"N";"0.65";"None";"None";"3.85";"3.85";"2";"MOL";"0";"16";"4";"1";"0";"255.9806";"-0.92";"NEUTRAL";"C10H6Cl2N2O2";"O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl";"QJBZDBLBQWFTPZ-UHFFFAOYSA-N"
"CHEMBL267216";"";"";"Small molecule";"";"1316.21";"6";"7";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1314.3967";"None";"None";"C67H68Cl2N6O18";"COC(=O)[C@@H]1NC(=O)C2NC(=O)C(NC(=O)C(NC(=O)OC(C)(C)C)c3cc(Oc4ccc(CC(NC(=O)OCc5ccccc5)C(=O)O)cc4Cl)c(O)c(c3)Oc3ccc(cc3Cl)C2O)c2ccc(O)c(c2)-c2c1cc(O)c(CNC1C3CC4CC(C3)CC1C4)c2O";"GRQOSRHJEDIDMD-XMEIAQBLSA-N"
