"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL4297677";"TEBIPENEM PIVOXIL HYDROBROMIDE";"SPR-994|SPR994|TBPM-PI-HBr|TEBIPENEM PIVOXIL HYDROBROMIDE";"Small molecule";"3.0";"578.55";"";"";"1.67";"108.74";"10";"1";"0";"6";"N";"0.33";"None";"6.27";"1.59";"1.56";"0";"MOL";"0";"33";"9";"1";"0";"497.1654";"0.35";"NEUTRAL";"C22H32BrN3O6S2";"Br.C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12";"MMWWBQNLJKFAIN-HXLQFWNVSA-N"
"CHEMBL3989533";"NEOMYCIN PALMITATE";"NEOMYCIN PALMITATE";"Small molecule";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1747";"TOBRAMYCIN";"47663|Aktob|BETHKIS|BRAMITOB|KITABIS PAK|NEBCIN|NEBRAMYCIN FACTOR 6|NEBRAMYCIN VI|NEBRIS|NSC-180514|Nebcin|Nebicin|Nebramycin|Obramycin|TOBI PODHALER|TOBRALEX|TOBRAMYCIN|TOBRAVISC|TYMBRINEB|Tobi|Tobradex|Tobradex ST|Tobrex|VANTOBRA";"Small molecule";"4.0";"467.52";"216";"2508";"-6.30";"268.17";"14";"10";"2";"6";"N";"0.17";"12.53";"9.54";"-6.48";"-13.16";"0";"MOL";"0";"32";"14";"15";"2";"467.2591";"1.43";"BASE";"C18H37N5O9";"NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O";"NLVFBUXFDBBNBW-PBSUHMDJSA-N"
"CHEMBL127";"MEROPENEM";"ICI 194,660|ICI-194660|MERONEM|MEROPENEM|MEROPENEM (AS TRIHYDRATE)|MEROPENEM ANHYDROUS|MEROPENEM HYDRATE|MEROPENEM TRIHYDRATE|MEROPENEM, ANHYDROUS|MERREM I.V.|Merrem|Merrem i.v.|NSC-759621|SM-7338";"Small molecule";"4.0";"383.47";"340";"6310";"-0.31";"110.18";"6";"3";"0";"5";"N";"0.56";"3.28";"9.39";"-4.35";"-4.36";"0";"MOL";"0";"26";"8";"3";"0";"383.1515";"0.78";"ZWITTERION";"C17H25N3O5S";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12";"DMJNNHOOLUXYBV-PQTSNVLCSA-N"
"CHEMBL1556";"INOSINE";"HYPOXANTHINE RIBOSIDE|HYPOXANTHOSINE|INO-1001|INOSINE|INOTIN|NSC-20262";"Small molecule";"3.0";"268.23";"36";"59";"-2.27";"133.49";"8";"4";"0";"2";"N";"0.48";"8.93";"0.58";"-2.48";"-2.49";"2";"MOL";"0";"19";"9";"4";"0";"268.0808";"1.19";"NEUTRAL";"C10H12N4O5";"O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O";"UGQMRVRMYYASKQ-KQYNXXCUSA-N"
"CHEMBL5095168";"BENAPENEM";"BENAPENEM";"Small molecule";"2.0";"524.62";"";"";"-0.43";"179.13";"8";"5";"1";"8";"N";"0.28";"3.35";"9.30";"-4.25";"-4.25";"1";"MOL";"0";"35";"11";"6";"3";"524.1399";"-0.04";"ZWITTERION";"C22H28N4O7S2";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)NCc4ccc(S(N)(=O)=O)cc4)C3)[C@H](C)[C@H]12";"JNSMRGMLNPEWLR-PDCLSYJBSA-N"
"CHEMBL1908305";"SULOPENEM";"CP-70,429|CP-70429|SULOPENEM";"Small molecule";"3.0";"349.46";"43";"167";"0.41";"100.90";"6";"2";"0";"4";"N";"0.56";"3.65";"None";"-1.32";"-4.65";"0";"MOL";"0";"21";"6";"2";"0";"349.0112";"0.35";"ACID";"C12H15NO5S3";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[S@@+]([O-])C3)S[C@H]12";"FLSUCZWOEMTFAQ-PRBGKLEPSA-N"
"CHEMBL454950";"TETRACYCLINE HYDROCHLORIDE";"ACHROMYCIN V|ACTISITE|Achromycin|Bristacycline|Cyclopar|LATYCIN|NEOCYCLINE B|NSC-757338|Panmycin|RETET|ROBITET|Sumycin|TETRACHEL|TETRACYCLINE HCL|TETRACYCLINE HYDROCHLORIDE|TETRACYCLINI HYDROCHLORIDUM|TETRAMED|TOPICYCLINE|Tetracyn|VETQUAMYCIN 324";"Small molecule";"4.0";"480.90";"30";"98";"-0.21";"181.62";"9";"6";"1";"2";"N";"0.34";"2.91";"8.81";"-3.47";"-3.70";"1";"MOL";"0";"32";"10";"7";"1";"444.1533";"1.70";"ZWITTERION";"C22H25ClN2O8";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl";"XMEVHPAGJVLHIG-FMZCEJRJSA-N"
"CHEMBL1200474";"DEMECLOCYCLINE HYDROCHLORIDE";"DECLOSTATIN|DEMECLOCYCLINE HCL|DEMECLOCYCLINE HYDROCHLORIDE|DEMETHYLCHLORTETRACYCLINE HYDROCHLORIDE|Declomycin|LEDERMYCIN|NSC-756708";"Small molecule";"4.0";"501.32";"37";"70";"0.26";"181.62";"9";"6";"1";"2";"N";"0.33";"2.59";"8.54";"-3.17";"-3.61";"1";"MOL";"0";"32";"10";"7";"1";"464.0986";"1.56";"ZWITTERION";"C21H22Cl2N2O8";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl";"GVSJQNRGSCOSNJ-KBHRXELFSA-N"
"CHEMBL2105890";"MITEMCINAL FUMARATE";"115-8543 JAPAN|115-8543-JAPAN|5-1 UKIMA 5 CHOME|5-1-UKIMA-5-CHOME|GM-611|KITA-KU TOYKO|MITEMCINAL FUMARATE";"Small molecule";"2.0";"872.06";"";"";"4.53";"151.68";"13";"2";"2";"9";"N";"0.32";"12.63";"9.63";"4.90";"2.68";"0";"MOL";"0";"53";"13";"2";"2";"755.4820";"1.58";"BASE";"C44H73NO16";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)C(=O)[C@]1(C)OC.O=C(O)/C=C/C(=O)O";"IDLXWTNPDREJQZ-HSOMBQIOSA-N"
"CHEMBL2364574";"DOXYCYCLINE CALCIUM";"DOXYCYCLINE CALCIUM|Vibramycin";"Small molecule";"4.0";"926.94";"";"";"-0.35";"181.62";"9";"6";"1";"2";"N";"0.33";"2.92";"7.46";"-3.29";"-3.57";"1";"MOL";"0";"32";"10";"7";"1";"444.1533";"1.81";"ACID";"C44H46CaN4O16";"C[C@H]1c2cccc([O-])c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc([O-])c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.[Ca+2]";"GJPGCACMCURAKH-YQCFNCLSSA-L"
"CHEMBL1950493";"NEOMYCIN TRISULFATE HYDRATE";"Neomycin Trisulfate Hydrate|Neomycin Trisulfate Trihydrate";"Small molecule";"";"730.74";"11";"34";"-8.90";"353.11";"19";"13";"3";"9";"N";"0.11";"12.15";"9.71";"-8.42";"-15.47";"0";"MOL";"-1";"42";"19";"19";"3";"614.3123";"1.11";"BASE";"C23H50N6O18S";"NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O.O.O=S(=O)(O)O";"YWBOOOFNXVMNKI-UVYFCSKFSA-N"
"CHEMBL3188205";"";"";"Small molecule";"";"908.89";"2";"4";"-8.90";"353.11";"19";"13";"3";"9";"N";"0.11";"12.15";"9.71";"-8.42";"-15.47";"0";"MOL";"-1";"42";"19";"19";"3";"614.3123";"1.11";"BASE";"C23H52N6O25S3";"NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O";"KWBUARAINLGYMG-JGMIRXPNSA-N"
"CHEMBL4297142";"CASPOFUNGIN ACETATE";"CASPOFUNGIN ACETATE|CASPOFUNGIN DIACETATE|Cancidas|MK-0991";"Small molecule";"4.0";"1213.43";"2";"4";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1092.6431";"None";"None";"C56H96N10O19";"CC(=O)O.CC(=O)O.CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O";"OGUJBRYAAJYXQP-LLXMLGLCSA-N"
"CHEMBL1230227";"SABARUBICIN";"SABARUBICIN";"Small molecule";"2.0";"643.64";"2";"6";"-0.13";"235.53";"14";"7";"3";"6";"N";"0.17";"8.04";"10.06";"0.88";"0.33";"2";"MOL";"0";"46";"14";"8";"3";"643.2265";"1.65";"BASE";"C32H37NO13";"C[C@@H]1O[C@@H](O[C@@H]2[C@H](C)O[C@@H](O[C@H]3C[C@](O)(C(=O)CO)Cc4c(O)c5c(c(O)c43)C(=O)c3ccccc3C5=O)C[C@@H]2O)C[C@H](N)[C@@H]1O";"VQHRZZISQVWPLK-UIRGBLDSSA-N"
"CHEMBL1091024";"MIOCAMYCIN";"3'',9-DIACETYLMYDECAMYCIN|9,3''-DI-O-ACETYLMIDECAMYCIN|ACECAMYCIN|MIDECAMYCIN ACETATE|MIDECAMYCIN DIACETATE|MIOCAMYCIN|Miocamycin|Miokamycin|PONSINOMYCIN";"Small molecule";"-1.0";"898.05";"8";"58";"3.91";"218.19";"18";"1";"2";"14";"N";"0.15";"12.75";"7.90";"4.07";"3.45";"0";"MOL";"0";"63";"18";"1";"2";"897.4722";"2.00";"NEUTRAL";"C45H71NO17";"CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(C)=O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC";"GQNZGCARKRHPOH-RQIKCTSVSA-N"
"CHEMBL499808";"CASPOFUNGIN";"CANCIDAS|CASPOFUNGIN|CASPOFUNGIN ACETATE|L-743,872|L-743872|MK-991";"Small molecule";"4.0";"1093.33";"128";"3332";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1092.6431";"None";"None";"C52H88N10O15";"CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O";"JYIKNQVWKBUSNH-OGZDCFRISA-N"
"CHEMBL1191";"SULFAMETHIZOLE";"MICROSUL|Methazol|NSC-757327|PROKLAR|SULFAMETHIZOLE|SULPHAMETHIZOLE|Sulfamethizole|Sulphamethylthiadiazole|Tetracid|Thiosulfil|UROLUCOSIL";"Small molecule";"4.0";"270.34";"131";"369";"1.23";"97.97";"6";"2";"0";"3";"N";"0.82";"6.71";"1.95";"0.21";"-0.36";"2";"MOL";"0";"17";"6";"3";"0";"270.0245";"-2.20";"NEUTRAL";"C9H10N4O2S2";"Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1";"VACCAVUAMIDAGB-UHFFFAOYSA-N"
"CHEMBL3989564";"TOBRAMYCIN SULFATE";"GERNEBCIN|NEBICINA|Nebcin|OBRACIN|TOBRA|TOBRADISTIN|TOBRAMYCIN SULFATE|TOBRAMYCIN SULFATE (2:5)|TOBRAMYCIN SULFATE (PHARMACY BULK)|TOBRAMYCIN SULPHATE";"Small molecule";"4.0";"1425.44";"";"";"-6.30";"268.17";"14";"10";"2";"6";"N";"0.17";"12.53";"9.54";"-6.48";"-13.16";"0";"MOL";"0";"32";"14";"15";"2";"467.2591";"1.43";"BASE";"C36H84N10O38S5";"NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O.NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O";"NZKFUBQRAWPZJP-BXKLGIMVSA-N"
"CHEMBL1237046";"ROLITETRACYCLINE";"NSC-759177|ROLITETRACYCLINE|SO 15,659|SQ 15,659|SQ-15659|SYNTERIN|Syntetrin";"Small molecule";"-1.0";"527.57";"14";"47";"0.47";"170.87";"10";"6";"2";"4";"N";"0.30";"2.91";"8.18";"-2.81";"-2.93";"1";"MOL";"0";"38";"11";"6";"3";"527.2268";"1.10";"ACID";"C27H33N3O8";"CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12";"HMEYVGGHISAPJR-IAHYZSEUSA-N"
"CHEMBL2218877";"ERYTHROMYCIN ESTOLATE";"ERYTHROMYCIN (AS ESTOLATE)|ERYTHROMYCIN ESTOLATE|ERYTHROMYCIN ESTORATE|ERYTHROMYCIN LAURYL SULFATE, PROPIONYL|ERYTHROMYCIN PROPIONATE LAURYL SULFATE|Ilosone|NSC-263364|PROPIONYL ERYTHROMYCIN LAURYL SULFATE";"Small molecule";"4.0";"1056.40";"10";"23";"2.75";"199.98";"15";"4";"2";"9";"N";"0.25";"12.68";"7.87";"3.74";"3.14";"0";"MOL";"0";"55";"15";"4";"2";"789.4875";"1.83";"NEUTRAL";"C52H97NO18S";"CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O";"AWMFUEJKWXESNL-JZBHMOKNSA-N"
"CHEMBL3249110";"13-DEOXYDOXORUBICIN";"13-DEOXYDOXORUBICIN|GPX-100";"Small molecule";"2.0";"529.54";"3";"12";"0.82";"189.00";"11";"6";"3";"5";"N";"0.26";"8.21";"9.39";"0.66";"0.00";"2";"MOL";"0";"38";"11";"7";"3";"529.1948";"1.79";"BASE";"C27H31NO10";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(CCO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1";"RGVRUQHYQSORBY-JIGXQNLBSA-N"
"CHEMBL3544978";"ZOLIFLODACIN";"AZD-0914|AZD0914|ETX-0914|ETX0914|ZOLIFLODACIN";"Small molecule";"3.0";"487.44";"11";"39";"1.20";"143.31";"9";"2";"0";"1";"N";"0.57";"7.31";"None";"1.51";"1.17";"2";"MOL";"0";"35";"12";"2";"1";"487.1503";"-0.17";"NEUTRAL";"C22H22FN5O7";"C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1";"ZSWMIFNWDQEXDT-ZESJGQACSA-N"
"CHEMBL457547";"MICAFUNGIN";"MICAFUNGIN|MYCAMINE";"Small molecule";"4.0";"1270.29";"108";"1723";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1269.4384";"None";"None";"C56H71N9O23S";"CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1";"PIEUQSKUWLMALL-YABMTYFHSA-N"
"CHEMBL2106418";"DOXYCYCLINE FOSFATEX";"AB-08|AB08|DMSC|DOXYCYCLINE FOSFATEX";"Small molecule";"2.0";"786.34";"";"";"-0.35";"181.62";"9";"6";"1";"2";"N";"0.33";"2.92";"7.46";"-3.29";"-3.57";"1";"MOL";"0";"32";"10";"7";"1";"444.1533";"1.81";"ACID";"C22H27N2NaO20P4";"C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O=P(=O)O.O=P(=O)O.O=P(=O)O.O=P(=O)[O-].[Na+]";"CJYQQUPRURWLOW-YDLUHMIOSA-M"
"CHEMBL1433";"DOXYCYCLINE ANHYDROUS";"ANHYDROUS DOXYCYCLINE|DOXYCYCLINE (ANHYDROUS)";"Small molecule";"4.0";"444.44";"252";"2129";"-0.35";"181.62";"9";"6";"1";"2";"N";"0.33";"2.92";"7.46";"-3.29";"-3.57";"1";"MOL";"0";"32";"10";"7";"1";"444.1533";"1.81";"ACID";"C22H24N2O8";"C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21";"JBIWCJUYHHGXTC-AKNGSSGZSA-N"
"CHEMBL1563";"DAUNORUBICIN HYDROCHLORIDE";"Cerubidine|DAUNORUBICIN (AS HYDROCHLORIDE)|DAUNORUBICIN HCL|DAUNORUBICIN HYDROCHLORIDE|Daunoxome|FI 6339 HYDROCHLORIDE|FI 6339 [AS THE BASE]|FI-6339|FI-6339 HYDROCHLORIDE|NDC 0082-4155|NDC-0082-4155|NSC-82151|RP 13057 HYDROCHLORIDE|RP 13057 [AS THE BASE)|RP-13057|RP-13057 HYDROCHLORIDE";"Small molecule";"4.0";"563.99";"122";"277";"1.03";"185.84";"11";"5";"2";"4";"N";"0.31";"8.00";"9.09";"1.34";"0.91";"2";"MOL";"0";"38";"11";"6";"3";"527.1791";"1.75";"BASE";"C27H30ClNO10";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl";"GUGHGUXZJWAIAS-QQYBVWGSSA-N"
"CHEMBL1208572";"SALINOMYCIN";"E716|PROCOXACIN|SALINOMYCIN";"Small molecule";"-1.0";"751.01";"172";"630";"6.19";"161.21";"10";"4";"2";"12";"N";"0.17";"4.45";"None";"7.51";"4.66";"0";"MOL";"0";"53";"11";"4";"3";"750.4918";"2.16";"ACID";"C42H70O11";"CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C";"KQXDHUJYNAXLNZ-XQSDOZFQSA-N"
"CHEMBL261772";"MECLOCYCLINE SULFOSALICYLATE";"MECLOCYCLINE 5-SULFOSALICYLATE|MECLOCYCLINE SULFOSALICYLATE|MECLOCYLINE SULFOSALICYLATE|Meclan|Meclocil|Mecloderm|Meclosorb|NSC-757831|Quoderm|SNX-1012|Traumatociclina";"Small molecule";"4.0";"695.06";"6";"13";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"694.0872";"None";"None";"C29H27ClN2O14S";"C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O";"FYSVKUUNXYGFLA-CCHMMTNSSA-N"
"CHEMBL719";"MUPIROCIN";"BACTODERM|BRL 4910A|BRL-4910A|Bactroban|Centany|MUPIROCIN|NSC-759182|PSEUDOMONIC ACID|TRANS-PSEUDOMONIC ACID|TURIXIN";"Small molecule";"4.0";"500.63";"53";"349";"2.59";"146.05";"8";"4";"1";"16";"N";"0.11";"4.83";"None";"2.45";"-0.07";"0";"MOL";"0";"35";"9";"4";"1";"500.2985";"1.70";"ACID";"C26H44O9";"C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O";"MINDHVHHQZYEEK-HBBNESRFSA-N"
"CHEMBL1184904";"RETASPIMYCIN";"IPI-504|RETASPIMYCIN";"Small molecule";"3.0";"587.71";"4";"10";"4.16";"172.60";"9";"6";"2";"6";"N";"0.16";"9.62";"4.55";"3.80";"3.79";"1";"MOL";"0";"42";"11";"7";"3";"587.3207";"1.92";"NEUTRAL";"C31H45N3O8";"C=CCNc1c(O)cc2c(O)c1C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)N2";"OAKGNIRUXAZDQF-TXHRRWQRSA-N"
"CHEMBL1200699";"DOXYCYCLINE";"DOXIROBE|DOXYCHEL|DOXYCYCLINE|DOXYCYCLINE MONOHYDRATE|DOXYLIN|GS-3065|MONODOX|ORACEA|SUPRACYCLIN|Vibramycin|XYROSA";"Small molecule";"4.0";"462.46";"";"";"-0.35";"181.62";"9";"6";"1";"2";"N";"0.33";"2.92";"7.46";"-3.29";"-3.57";"1";"MOL";"0";"32";"10";"7";"1";"444.1533";"1.81";"ACID";"C22H26N2O9";"C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O";"XQTWDDCIUJNLTR-CVHRZJFOSA-N"
"CHEMBL1201506";"GEMTUZUMAB OZOGAMICIN";"CDP-771|CMA-676|CMC-676|GEMTUZUMAB OZOGAMICIN|GEMTUZUMAB OZOGAMICIN RECOMBINANT|L01XC05|Mylotarg|WAY-CMA-676";"Antibody";"4.0";"";"2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3184512";"CLINDAMYCIN PHOSPHATE";"CLEOCIN PHOSPHATE|CLEOCIN T|CLINDA-DERM|CLINDAMYCIN 2-DIHYDROGEN PHOSPHATE|CLINDAMYCIN PHOSPHATE|CLINDAMYCIN PHOSPHATE SYSTEM SUITABILITY|CLINDETS|Cleocin|Clindagel|Clindesse|DALACIN|DALACIN C PHOS|DALACIN T|Evoclin|NSC-618653|U 28508|U-28,508|U-28508|XACIATO|ZINDACLIN";"Small molecule";"4.0";"504.97";"5";"13";"0.51";"148.79";"8";"5";"1";"9";"N";"0.22";"0.71";"7.55";"-0.57";"-2.35";"0";"MOL";"0";"31";"10";"5";"1";"504.1462";"0.83";"ACID";"C18H34ClN2O8PS";"CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1";"UFUVLHLTWXBHGZ-MGZQPHGTSA-N"
"CHEMBL777";"CLAVULANIC ACID";"BRL 14151|BRL-14151|CLAVULANATE|CLAVULANIC ACID|Clavulanate|Clavulanic Acid|RX-10100|SERDAXIN";"Small molecule";"4.0";"199.16";"78";"356";"-1.10";"87.07";"4";"2";"0";"2";"N";"0.55";"3.32";"None";"-1.52";"-4.94";"0";"MOL";"0";"14";"6";"2";"0";"199.0481";"2.19";"ACID";"C8H9NO5";"O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21";"HZZVJAQRINQKSD-PBFISZAISA-N"
"CHEMBL2106491";"CETOCYCLINE HYDROCHLORIDE";".BETA.-CHELOCARDIN HYDROCHLORIDE|ABBOTT-40728|CETOCYCLINE HYDROCHLORIDE|CETOTETRINE HYDROCHLORIDE|CHELOCARDIN HYDROCHLORIDE|CHELOCARDIN MONOHYDROCHLORIDE";"Small molecule";"-1.0";"447.87";"10";"13";"1.27";"158.15";"8";"5";"0";"1";"N";"0.35";"2.45";"7.86";"-0.06";"-0.19";"2";"MOL";"0";"30";"8";"6";"1";"411.1318";"1.29";"ACID";"C22H22ClNO7";"CC(=O)C1=C(O)[C@H](N)[C@@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)[C@]2(O)C1=O.Cl";"BXIBTMOWCBKWEX-JKPGXYSKSA-N"
"CHEMBL2110884";"CETOCYCLINE";".BETA.-CHELOCARDIN|CETOCYCLINE|CETOTETRINE|CHELOCARDIN|TRI-CHELOCARDIN";"Small molecule";"-1.0";"411.41";"";"";"1.27";"158.15";"8";"5";"0";"1";"N";"0.35";"2.45";"7.86";"-0.06";"-0.19";"2";"MOL";"0";"30";"8";"6";"1";"411.1318";"1.29";"ACID";"C22H21NO7";"CC(=O)C1=C(O)[C@H](N)[C@@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)[C@]2(O)C1=O";"IRCLZBUBOWPFCH-ONJZCGHCSA-N"
